participantid_in_session,participantcode,participanttime_started,participantpayoff,id,playersubsession_id,playergroup_id,playerpayoff,groupid_in_subsession,groupe_g,groupshockround,control,groupcheckr,grouphistoryc1,grouphistoryc2,grouphistoryr1,grouphistoryr2,grouppayoff1,grouppayoff1f,groupcheckpayoff1f,grouppayoff2,grouprpayoff1,grouppayoff_p1,grouppayoff_p2,groupsubsession_id,Period,sessioncode,sessionlabel,sessionexperimenter_name,sessionmturk_HITId,sessionmturk_HITGroupId,sessioncomment,sessionis_demo,playerbomb,playerbomb_row,playerbomb_col,playerboxes_collected,playerpay_this_round,playerround_result,playeraccept_info,playergender,playerage,playernationality,playerstudies,playerworkexperience,playerdegree,playerenglish,playerund1,playerund2,playerund3,playerund4,playerclear1,playerclear2,playerclear3,playerenjoy1,playerenjoy2,playerenjoy3,playercons1,playercons2,playercons3,playercons4,playerchange1,playerchange2,playerchange3,playerchange4,playerchange5,playerchange6,playerchange7,playerchange8,playerchange9,playerchange10,playerchange11,playerchange12,playerchange13,playerchange14,playerchange15,playerchange16,playerchange17,playerindi1,playerindi2,playerindi3,playerindi4,playerindi5,playerindi6,playerindi7,playerindi8,playerindi9,playerindi10,playerindi11,playerindi12,playerindi13,playerindi14,playerindi15,playerbig1,playerbig2,playerbig3,playerbig4,playerbig5,playerbig6,playerbig7,playerbig8,playerbig9,playerbig10,playeric1,playeric2,playeric3,playeric4,playeric5,playeric6,playeric7,playeric8,playeric9,playeric10,playerpnfs1,playerpnfs2,playerpnfs3,playerpnfs4,playerpnfs5,playerpnfs6,playerpnfs7,playerpnfs8,playerpnfs9,playerpnfs10,playerpnfs11,playertrust1,playertrust2,playertrust3,playertrust4,playertrust5,playertrust6,playertrust7,playertrust8,playertrust9,playertrust10,playertrust11,playergrf1,playergrf2,playergrf3,playergrf4,playergrf5,playergrf6,playergrf7,playergrf8,playergrf9,playergrf10,playergrf11,playergrf12,playergrf13,playergrf14,playergrf15,playergrf16,playergrf17,playergrf18,Principal,Agent,choice_history,result_history,history,four_shock,five_shock,six_shock,seven_shock,eight_shock,nine_shock,ten_shock,late_shock,late_shock2,Post_four,Post_five,Post_six,Post_seven,Post_eight,Post_nine,Post_ten,Post,eh,el,LH,mean_control,HL,idn,Session,trustworthy,response,self_interest,self_i_response,mean_history_pre,mean_history_pre_r,mean_history_pre_t,focus_rounds,mean_history_focus,mean_history_post,mean_history_post_r,mean_history_post_t,mean_history,mean_history_r,mean_history_t,av_self_interest_pre,av_self_interest,Period1,Period2,Period3,Period4,Period5,Period6,Period7,Period8,Period9,Period10,Period11,Period12,Post_LH,LH_late_shock,Post_late_shock,Post_LH_late_shock,Post_el,Post_eh,RegulFocus,PrevFocus,PromoFocus,PNFS,PNFS2,NFS,RTS,playertrust,Extraversion,Agreeableness,Conscientiousness,EmoStability,OpennessExp,NoUnd,consider,UpwardShock,DownwardShock,control_pre,control_post,trust_pre,trust_post,trust_change,response_pre2,response_post2,response_self_pre,response_self_post,trust_pre2,trust_post2,control_pre2,control_post2,control_change,control_change2,abs_control_change,abs_control_change2,one_control_change,high_history_pre,totalpayoff,totaleur,dum_control,diff_payoff,tot_payoff,payoff_p1,payoff_p2,av_tot_payoff,av_control,av_trust,av_diff_payoff,payoff_p1_pre,payoff_p1_post,abs_payoff_p1_diff,payoff_p1_diff,payoff_p2_pre,payoff_p2_post,abs_payoff_p2_diff,payoff_p2_diff,payoff_t_pre,payoff_t_post,abs_payoff_t_diff,payoff_t_diff,GroupT,GroupT2,_est_early,_est_late,selection,mean_history_comp,controlsplit,av2_control,me2_control,shocktiming,controlpr,shocktimemore
10,jbzvctdv,2018-04-30 15:06:22.562343+00:00,82.7,2,28,713,5.5,5,High,4,.95,1,1,0,1,0,5,5,1,15,6,5.95,5.5,28,4,lwtt3tip,Session 3,Low,,,,0,1,4,1,10,1,0,1,2,19,2,1,2,1,85,2,5,1,1,7,1,1,7,4,.83333331,.5,7,5,7,2,1,1,5,1,5,4,6,5,3,5,4,5,3,5,5,6,3,5,6,1,6,5,1,6,7,2,5,2,1,1,3,6,3,6,6,7,6,3,3,5,7,2,3,3,5,5,1,3,3,2,5,3,3,4,6,5,5,3,1,4,1,6,2,3,2,1,1,2,1,2,1,3,1,5,7,7,5,7,6,7,7,5,5,2,4,7,6,4,6,7,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Post-change,1,0,Low-to-High,.75340909,0,92,4,0,0,1,1,0,0,0,1,,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5.7222223,5.2222223,6.2222223,3.5999999,3.7272727,4.75,3.5999999,1.7272727,6,3,4.5,5.5,7,0,.8888889,1,0,,,0,0,0,,,,,,,,,,,,,,,82.699997,4.9619999,0,.44999999,11.45,8.4575005,6.8916669,15.349167,.81083333,0,1.5658336,,,,,,,,,,,,,2,0,0,0,1,0,Low,.76999998,.89999998,Earlier Changes,.63999999,Earlier Changes
22,k8iv4d37,2018-05-02 15:06:26.184119+00:00,67.98,2,4,166,6.48,1,High,4,.67,1,0,0,0,0,10.5,10.5,1,9.5,6,7.48,6.48,4,4,6gnxyx9b,Session 7,Low,,,,0,1,9,10,50,1,0,1,1,21,1,1,7,1,75,2,2,1,1,4,1,1,1,1,0,0,1,1,1,1,1,4,1,1,4,4,1,1,1,1,4,1,7,7,7,1,4,7,7,1,4,4,4,7,4,4,4,4,4,4,4,7,4,4,4,7,4,4,7,4,4,1,7,1,7,7,1,7,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Post-change,1,0,Low-to-High,.75340909,0,96,2,.55000001,.55000001,.44999999,.44999999,.2,.2,.2,1,,0,0,0,.083333336,.083333336,.083333336,,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,4,4,4,4,4,4,4,5.5,4,5.5,4,5.5,0,0,1,0,,,0,,,,,,,,,,,,,,,,,67.980003,4.0788002,0,1,13.96,9.0699997,5.665,14.735,.91750002,.38749999,3.4049997,,,,,,,,,,,,,2,0,0,0,1,0,Low,.76999998,.89999998,Earlier Changes,.63999999,Earlier Changes
10,k9iriv40,2018-05-02 15:06:26.206274+00:00,100.9,2,4,168,5.1,3,Low,8,.99,1,0,0,0,1,5,5,1,15,14,13.91,5.1,4,4,6gnxyx9b,Session 7,Low,,,,0,0,4,6,33,1,23.1,1,1,20,1,1,6,1,90,2,5,1,1,6,1,2,5,2,.33333334,.66666669,3,1,1,6,3,3,1,1,5,5,5,7,6,3,2,3,2,3,5,6,1,3,3,2,5,6,1,3,1,2,2,2,1,2,2,4,1,7,2,5,4,5,7,5,3,3,6,2,6,6,3,5,2,2,7,3,6,6,5,5,6,7,3,7,5,5,6,2,7,3,5,6,6,3,1,5,6,5,7,5,1,5,3,7,6,6,7,5,7,3,7,7,5,3,3,0,1,0,1,.5,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,Pre-change,0,1,Low-to-High,.75340909,0,97,2,0,0,1,1,0,.16666667,.083333336,0,,.16666667,0,.083333336,.083333336,.083333336,.083333336,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.1111112,5.3333335,4.8888888,5.3000002,5.2727275,5.75,5.3000002,4.5454545,4,3,7,3.5,4,0,.1111111,0,0,,,0,,,,,,,,,,,,,,,,,100.9,6.0539999,0,8.8100004,19.01,9.8316669,6.4833331,16.315001,.85166669,0,3.3483338,,,,,,,,,,,,,1,0,0,0,0,,High,.76999998,.89999998,Later Changes,.83999997,Later Changes
1,kd93que8,2018-05-02 15:06:25.948165+00:00,130.65,1,4,168,13.91,3,Low,8,.99,1,0,0,0,1,5,5,1,15,14,13.91,5.1,4,4,6gnxyx9b,Session 7,Low,,,,0,0,3,4,20,1,14,1,2,20,1,2,3,1,90,1,3,2,2,7,5,5,7,6,1,.83333331,6,1,1,2,6,3,1,2,3,6,7,4,3,6,2,5,6,5,5,6,5,3,2,2,2,2,7,2,2,6,7,5,5,3,7,5,2,7,2,5,3,7,7,3,7,5,5,2,6,5,2,2,7,2,2,6,7,7,6,4,7,7,5,7,7,6,6,3,5,1,3,6,6,6,4,3,6,4,5,7,1,7,6,6,7,5,4,3,7,6,7,7,7,7,5,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,Pre-change,0,1,Low-to-High,.75340909,0,99,2,0,0,1,1,0,.14285715,.071428575,0,0,0,0,0,0,.083333336,.041666668,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.6111112,4.5555553,6.6666665,6.5,6.2727275,6,6.5,4.4545455,4,4.5,7,2.5,6,0,.27777779,0,0,.8214286,.98000002,,,,.2857143,.80000001,1,1,0,0,.99000001,1,.15857142,.0099999905,.15857142,.0099999905,-.15857142,0,130.64999,7.8389997,0,8.8100004,19.01,9.7208338,6.125,15.845833,.88749999,0,3.5958338,12.392858,5.98,6.4128575,-6.4128575,6.7857141,5.1999998,1.5857143,-1.5857143,19.178572,11.18,7.9985714,-7.9985714,1,0,0,0,0,,High,.76999998,.89999998,Later Changes,.83999997,Later Changes
22,kq33y9v4,2018-04-30 15:06:22.397090+00:00,97.34999999999999,2,28,711,12.5,3,Low,10,.25,1,0,1,0,0,5,5,1,15,14,7.25,12.5,28,4,lwtt3tip,Session 3,Low,,,,0,1,6,4,69,1,0,1,1,20,1,1,5,1,70,2,5,1,1,6,1,1,6,4,.83333331,.66666669,5,5,6,5,2,6,4,5,4,6,6,6,5,2,4,2,5,6,6,5,4,5,6,2,6,7,1,6,6,2,2,1,3,6,2,5,4,4,7,5,3,6,4,6,4,2,6,5,6,5,7,6,1,5,6,7,5,5,6,4,5,5,5,5,4,6,6,4,4,3,4,6,3,5,2,3,7,6,5,6,2,4,5,5,6,4,6,3,7,4,6,6,7,7,5,0,1,1,0,.5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,Pre-change,0,1,Low-to-High,.75340909,0,100,4,0,0,1,1,.33333334,.16666667,.25,0,,.33333334,.16666667,.25,.33333334,.16666667,.25,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.2222223,4.5555553,5.8888888,5.3000002,5.181818,5,5.3000002,4.2727275,4,5,4,6.5,4.5,0,.72222227,0,0,,,.047499999,0,-.047499999,,,,,,,,,,,,,,,97.349998,5.8410001,0,5.25,19.75,8.8116665,8.1125002,16.924168,.67583334,.052625,.6991663,,,,,,,,,,,,,1,0,0,0,0,,Low,.76999998,.89999998,Later Changes,.83999997,Later Changes
5,kt24faqx,2018-05-03 07:06:14.802910+00:00,103.67,1,4,155,6.27,5,High,4,.83,1,0,0,0,0,7.58,7.58,1,12.42,6,6.27,6.26,4,4,n1mnaei9,Session 8,Low,,,,0,0,2,1,10,1,7,1,2,21,1,4,5,1,85,1,3,2,2,6,2,2,6,6,.83333331,.5,5,6,1,1,2,1,5,1,5,2,5,1,2,2,2,2,5,3,2,5,5,5,3,2,6,5,3,3,5,5,3,3,3,5,4,6,5,5,2,6,4,7,3,4,4,1,6,2,6,3,5,4,2,1,6,3,2,2,3,2,2,3,2,2,2,3,5,5,3,3,5,3,5,6,5,6,6,2,5,7,2,6,6,7,7,2,6,2,6,7,4,4,6,3,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Post-change,1,0,Low-to-High,.75340909,0,102,5,.25799999,.25799999,.74199998,.74199998,0,0,0,1,0,0,0,0,0,0,0,,.86699998,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4.8888888,4.1111112,5.6666665,2.4000001,2.3636363,2.25,2.4000001,4.7272725,5,6,4,3,5,0,.5,1,0,1,.83777779,,,,1,.133,,.86699998,,.133,1,.91000003,-.16222221,-.089999974,.16222221,.089999974,.16222221,0,103.67,6.2202001,0,.0099999998,12.53,8.0558329,6.0391665,14.095,.87833333,.133,2.0166664,14,6.0744443,7.9255557,-7.9255557,5,6.3855557,1.3855557,1.3855557,,12.46,,,2,0,0,0,1,0,Low,.76999998,.89999998,Earlier Changes,.63999999,Earlier Changes
19,nafw98m4,2018-05-03 07:06:14.994647+00:00,108.55,1,4,152,6.5,2,High,4,.5,1,0,0,0,0,7,7,1,13,6,6.5,9,4,4,n1mnaei9,Session 8,Low,,,,0,0,10,5,24,1,16.8,1,1,20,1,1,6,1,89,1,3,2,2,6,1,6,4,4,.33333334,.16666667,4,5,1,3,2,2,4,4,2,4,5,3,3,3,4,2,5,3,3,4,3,3,5,2,5,5,3,3,3,3,3,3,2,3,5,6,3,3,6,5,4,5,5,5,4,5,6,2,6,6,5,5,2,3,6,2,2,5,4,5,4,4,6,5,2,6,6,5,5,3,3,5,6,5,4,6,3,5,3,5,3,3,4,6,5,6,4,5,5,5,4,5,6,5,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Post-change,1,0,Low-to-High,.75340909,0,117,5,.2,.2,.80000001,.80000001,0,0,0,1,0,0,0,0,0,0,0,1,.97777778,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4.5555553,4.6666665,4.4444447,4,4.090909,4.75,4,4.6363635,5,4,4,5.5,4.5,0,.38888887,1,0,.92000002,.6566667,,,,.66666669,.13333334,1,.97500002,0,.025,1,.69,-.26333332,-.31,.26333332,.31,.26333332,0,108.55,6.513,0,2.5,15.5,7.6458335,7.6916666,15.3375,.72250003,.022222223,-.045833111,13.28,5.7677779,7.5122218,-7.5122218,5.8000002,8.3222218,2.5222216,2.5222216,,14.09,,,2,0,0,0,1,0,Low,.76999998,.89999998,Earlier Changes,.63999999,Earlier Changes
21,nxlr7cby,2018-05-02 15:06:26.346715+00:00,106.49,1,4,171,9.5,6,Low,7,.5,1,0,0,1,0,5,5,1,15,14,9.5,10,4,4,6gnxyx9b,Session 7,Low,,,,0,1,8,3,67,1,0,1,1,19,1,1,1,1,90,1,3,2,2,7,1,1,7,4,1,1,7,7,1,1,6,4,6,1,4,6,5,4,6,6,4,6,4,7,7,7,4,7,1,1,7,4,1,6,1,4,7,1,1,1,1,6,2,7,7,6,2,7,4,7,7,2,7,1,7,4,1,6,1,1,5,6,7,5,7,4,6,6,5,4,5,5,7,7,5,4,7,6,7,7,2,3,7,1,4,7,5,7,7,1,4,1,6,1,1,1,7,7,6,7,7,1,0,0,1,.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Pre-change,0,1,Low-to-High,.75340909,0,122,2,0,0,1,1,0,.33333334,.16666667,0,.16666667,0,.16666667,.083333336,0,.25,.125,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.4444447,3,5.8888888,5.5999999,5.4545455,5,5.5999999,5.6363635,4,4.5,5.5,7,6.5,0,.66666669,0,0,.86000001,.0083333338,,,,.66666669,0,1,1,0,0,1,0,-.85166669,-1,.85166669,1,.85166669,0,106.49,6.3894,0,.5,19.5,8.8741665,10.658334,19.532499,.43416667,0,-1.7841673,12.74,5.0083332,7.7316666,-7.7316666,6.4000001,14.916667,8.5166664,8.5166664,19.139999,19.924999,.78499985,.78499985,1,0,0,0,0,,Low,.76999998,.89999998,Later Changes,.83999997,0
15,nyl9clyi,2018-05-03 07:06:14.842751+00:00,93.03,1,4,154,6,4,High,4,1,1,1,0,0,0,,,,,6,6,5,4,4,n1mnaei9,Session 8,Low,,,,0,1,7,9,35,1,0,1,1,24,1,3,7,2,80,1,3,2,2,7,1,2,6,6,.83333331,.83333331,6,2,6,2,2,4,6,1,3,2,6,3,2,6,3,5,6,2,2,5,2,3,5,2,7,5,3,2,5,1,5,2,2,3,3,4,1,6,5,7,4,6,6,6,7,2,7,2,6,6,3,6,2,2,6,2,3,6,6,3,6,6,2,3,2,5,6,2,5,1,1,6,2,6,1,1,1,2,2,7,2,6,7,3,6,2,5,2,7,2,7,6,7,7,6,1,0,1,0,.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Post-change,1,0,Low-to-High,.75340909,0,123,5,,1,,,.66666669,0,.33333334,1,.33333334,.33333334,0,.16666667,.41666666,0,.20833333,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4.7777777,2.8888888,6.6666665,4.0999999,4,4.5,4.0999999,2.909091,4,3.5,6,5.5,7,0,.6111111,1,0,.88999999,1,,,,.66666669,1,1,,0,,1,1,.11000001,0,.11000001,0,-.11000001,1,93.029999,5.5818,1,1,11,7.7525001,5.2750001,13.0275,.97250003,0,2.4775,13.01,6,7.0100002,-7.0100002,6.0999999,5,1.0999999,-1.0999999,,11,,,2,0,0,0,1,.16666667,High,.76999998,.89999998,Earlier Changes,.63999999,Earlier Changes
17,nze6o55c,2018-05-02 15:06:26.022693+00:00,127.9,1,4,175,13.91,10,Low,8,.99,1,0,1,1,0,5,5,1,15,14,13.91,5.1,4,4,6gnxyx9b,Session 7,Low,,,,0,1,5,2,45,1,0,1,1,22,1,1,2,1,85,1,3,2,2,5,2,3,5,5,.83333331,.66666669,6,1,3,2,2,3,4,2,2,2,2,2,2,6,6,6,2,4,5,6,6,2,2,5,4,6,6,2,2,5,5,4,4,2,2,2,1,2,6,6,2,5,3,7,2,2,3,3,4,6,3,5,2,2,6,4,3,3,4,3,4,3,5,5,2,6,6,6,7,3,2,2,6,2,3,3,6,4,6,3,6,5,4,2,2,4,4,2,5,5,4,3,4,2,6,1,0,0,1,.5,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,Pre-change,0,1,Low-to-High,.75340909,0,124,2,0,0,1,1,0,.2857143,.14285715,0,.5,.40000001,.2,.30000001,.16666667,.25,.20833333,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.9444444,4,3.8888888,3.9000001,3.8181818,3.75,3.9000001,4.181818,2,3,2.5,6.5,4,0,.38888887,0,0,.99857146,.99800003,,,,.85714287,.80000001,1,1,0,0,1,1,-.00057142973,0,.00057142973,0,.00057142973,0,127.9,7.6740003,0,8.8100004,19.01,10.658334,5.0166669,15.675,.99833333,0,5.6416669,13.987143,5.9980001,7.9891424,-7.9891424,5.0142856,5.02,.0057144165,.0057144165,19.001429,11.018,7.983429,-7.983429,1,0,0,0,0,,High,.76999998,.89999998,Later Changes,.83999997,Later Changes
16,o53ldea7,2018-04-30 11:05:52.061815+00:00,103.25,2,4,170,5.69,5,Low,7,.88,1,0,0,0,0,9.23,9.23,1,10.77,14,13.43,5.69,4,4,grz7n60z,Session 1,Low,,,,0,0,10,3,24,1,16.8,1,2,22,3,4,2,1,70,2,6,1,2,7,1,1,7,7,1,1,7,7,7,5,1,3,5,7,7,7,7,6,6,5,7,5,7,5,5,5,4,5,1,5,7,1,1,1,1,7,4,5,1,1,1,3,7,5,3,1,3,7,7,5,7,4,7,1,7,1,2,6,7,6,5,4,7,7,7,3,7,7,7,7,4,7,3,3,6,2,2,7,7,4,1,2,3,4,7,5,7,7,7,4,6,5,7,5,5,7,4,1,7,7,6,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Pre-change,0,1,Low-to-High,.75340909,0,125,3,.42300001,.42300001,.57700002,.57700002,0,0,0,0,,.5,.16666667,.33333334,.25,.083333336,.16666667,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.6111112,5.2222223,6,6.4000001,6.090909,6,6.4000001,3.6363637,3,7,6,4,4,0,1,0,0,,,,.1805,,,,,,,,,,,,,,,,103.25,6.1950002,0,7.7399998,19.120001,9.708333,7.2041669,16.9125,.74166667,.14516667,2.5041661,,,,,,,,,,,,,1,0,0,0,0,,Low,.76999998,.89999998,Later Changes,.83999997,0
17,oak0qmod,2018-04-30 11:05:52.081572+00:00,118.85,1,4,167,13.8,2,Low,7,.95,1,0,1,0,1,10.03,10.03,1,9.970000000000001,14,13.8,5.25,4,4,grz7n60z,Session 1,Low,,,,0,1,8,1,50,1,0,1,2,20,1,1,7,1,65,1,3,2,2,4,5,1,4,4,.16666667,.5,4,1,1,1,5,4,1,2,1,2,6,1,3,5,2,1,5,4,5,7,4,4,3,5,3,4,4,4,2,1,6,4,1,1,5,7,1,7,5,5,7,7,7,4,2,1,6,3,6,5,1,7,5,1,6,5,5,6,4,4,6,6,3,6,3,5,7,5,7,3,5,7,7,7,4,4,6,4,5,5,1,4,7,4,7,1,5,1,7,7,7,7,6,4,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Pre-change,0,1,Low-to-High,.75340909,0,126,3,.50300002,.50300002,.49700001,.49700001,0,0,0,0,0,0,0,0,0,0,0,.70700002,.70700002,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.7777777,3.8888888,5.6666665,4.9000001,4.818182,5,4.9000001,5.6363635,7,4,7,4.5,3.5,0,.16666667,0,0,.97333336,1,,,,.64649999,1,.70700002,,.29300001,,.995,1,.026666641,.0049999952,.026666641,.0049999952,-.026666641,0,118.85,7.131,0,8.5500002,19.049999,9.9041662,5.1091666,15.013333,.98666668,.29300001,4.7949996,13.808333,6,7.8083334,-7.8083334,5.2183332,5,.21833324,-.21833324,19.026667,11,8.0266666,-8.0266666,1,0,0,0,0,,Low,.76999998,.89999998,Later Changes,.83999997,0
9,oopj8an7,2018-04-30 11:05:52.106396+00:00,103.16,1,4,176,7.28,11,High,4,.6,1,0,0,0,0,9.199999999999999,9.199999999999999,1,10.8,6,7.28,7.32,4,4,grz7n60z,Session 1,Low,,,,0,0,5,9,9,1,6.3,1,2,21,3,3,1,2,70,1,5,2,2,5,1,1,7,6,1,1,7,7,7,2,4,2,5,3,5,2,2,1,1,3,2,2,7,2,2,2,6,1,2,3,1,6,3,6,6,6,6,5,5,2,6,5,6,6,6,6,1,7,6,7,5,7,6,4,5,6,3,7,4,1,2,7,4,7,6,1,6,4,4,6,4,5,5,2,6,1,5,6,3,6,1,2,7,7,7,5,2,2,5,6,5,2,6,6,7,7,6,7,7,5,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Post-change,1,0,Low-to-High,.75340909,0,128,3,.41999999,.41999999,.57999998,.57999998,0,0,0,1,0,.33333334,0,.16666667,.25,0,.125,,.89499998,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5.2777777,5.5555553,5,5.3000002,4.909091,5,5.3000002,4,3,6.5,6,6.5,5.5,0,1,1,0,1,.90888888,,,,1,.6022222,,.89499998,,.105,1,1,-.091111124,0,.091111124,0,.091111124,0,103.16,6.1896,0,.039999999,14.6,8.0716667,5.5433335,13.615,.93166667,.105,2.5283332,14,6.0955558,7.9044442,-7.9044442,5,5.7244444,.72444439,.72444439,,11.82,,,2,0,0,0,1,.16666667,Low,.76999998,.89999998,Earlier Changes,.63999999,Earlier Changes
7,ooxab8aq,2018-04-30 11:05:52.010078+00:00,110.85,1,4,170,13.43,5,Low,7,.88,1,0,0,0,0,9.23,9.23,1,10.77,14,13.43,5.69,4,4,grz7n60z,Session 1,Low,,,,0,1,1,10,45,1,0,1,2,21,1,1,6,1,85,1,3,2,2,6,2,2,6,6,.66666669,.66666669,7,7,7,4,3,6,3,2,1,3,6,2,3,3,2,7,6,3,5,3,5,3,5,6,4,3,5,5,2,3,5,5,3,5,6,5,2,6,4,5,5,6,6,5,4,2,7,1,6,6,2,5,3,3,6,3,5,7,5,6,6,6,7,5,3,5,5,3,3,2,3,5,5,4,3,5,5,6,2,6,5,7,7,5,6,5,6,6,6,5,6,6,7,7,6,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Pre-change,0,1,Low-to-High,.75340909,0,129,3,.42300001,.42300001,.57700002,.57700002,0,0,0,0,0,0,.16666667,.083333336,0,.083333336,.041666668,.84619999,.86157143,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.7777777,5.1111112,6.4444447,5.1999998,5.2727275,5.75,5.1999998,3.909091,5,4,6,4.5,4.5,0,1,0,0,.79333335,.88333333,,,,.29483333,.69999999,.84619999,.89999998,.1538,.1,.815,1,.089999974,.185,.089999974,.185,-.089999974,0,110.85,6.651,0,7.7399998,19.120001,9.2375002,6.3908334,15.628333,.83833331,.13842857,2.8466668,12.425,6.0500002,6.375,-6.375,6.7816668,6,.78166676,-.78166676,19.206667,12.05,7.1566668,-7.1566668,1,0,0,0,0,,Low,.76999998,.89999998,Later Changes,.83999997,0
4,pr5jdixg,2018-05-02 15:06:26.067497+00:00,74.22,2,4,167,5,2,Low,9,1,1,0,0,0,0,,,,,14,14,5,4,4,6gnxyx9b,Session 7,Low,,,,0,1,10,1,30,1,0,1,2,22,3,4,2,1,75,2,2,1,1,4,1,2,7,4,.66666669,.33333334,4,6,4,2,3,1,4,2,5,3,7,2,5,1,3,1,3,5,6,5,3,6,4,1,5,4,5,2,1,5,7,4,3,6,6,6,2,5,2,7,6,6,7,4,6,1,3,1,6,7,2,1,2,3,6,2,4,5,6,3,4,5,4,3,4,6,3,2,5,3,4,6,7,6,3,5,1,6,7,7,5,7,6,5,6,5,3,3,6,7,6,5,7,6,6,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,Pre-change,0,1,Low-to-High,.75340909,0,132,2,,1,,,.14285715,0,.071428575,0,,0,.2,.1,.083333336,.083333336,.083333336,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.7222223,5.1111112,6.3333335,4.3000002,4.181818,4.25,4.3000002,4.090909,6,4,6,3,6.5,0,.6111111,0,0,,,.40849999,0,-.40849999,,,,,,,,,,,,,,,74.220001,4.4531999,1,9,19,10.300834,6.1849999,16.485834,.84750003,.26525,4.1158338,,,,,,,,,,,,,1,0,0,0,0,,High,.76999998,.89999998,Later Changes,.83999997,Later Changes
1,qdoty0c6,2018-04-30 15:06:22.259387+00:00,177.82,1,28,716,12.79,8,Low,9,.8,1,0,0,0,0,7.96,7.96,1,12.04,14,12.79,6.41,28,4,lwtt3tip,Session 3,Low,,,,0,0,9,10,80,1,56,1,1,19,1,1,4,1,80,1,3,2,2,7,1,1,6,6,.83333331,.33333334,7,7,1,5,5,5,3,3,4,3,3,2,3,2,3,5,2,6,5,6,2,6,6,1,5,5,2,6,6,1,3,2,1,1,2,5,3,6,6,5,6,6,7,6,3,3,6,2,5,5,2,6,2,2,5,3,3,6,4,3,3,5,5,5,5,3,6,6,6,3,4,6,6,6,3,2,3,6,1,6,2,5,5,2,5,3,6,3,5,5,5,5,5,6,4,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,Pre-change,0,1,Low-to-High,.75340909,0,134,4,.296,.296,.704,.704,.25,0,.125,0,.16666667,.25,0,.125,.25,0,.125,.91285712,.90672725,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.3888888,3.6666667,5.1111112,4.1999998,4.090909,4.5,4.1999998,4.6363635,5.5,4.5,6.5,6,4,0,.66666669,0,0,.78125,.64999998,,,,.20125,.104,.91285712,.89600003,.087142855,.104,.77499998,.60000002,-.13125002,-.17499995,.13125002,.17499995,.13125002,1,177.82001,10.669201,0,6.3800001,19.200001,10.151667,7.3775001,17.529167,.73750001,.093272731,2.7741666,12.195,6.0650001,6.1299996,-6.1299996,7.0237498,8.085,1.0612502,1.0612502,19.21875,14.15,5.0687504,-5.0687504,1,0,0,0,0,,Low,.76999998,.89999998,Later Changes,.83999997,Later Changes
